Date,Open,High,Low,Close,Adj Close,Volume,company_name
2019-02-19,42.4275016784668,42.86000061035156,42.372501373291016,42.73249816894531,41.13852310180664,75891200,APPLE
2019-02-20,42.79750061035156,43.33000183105469,42.747501373291016,43.00749969482422,41.40327072143555,104457600,APPLE
2019-02-21,42.95000076293945,43.092498779296875,42.57500076293945,42.76499938964844,41.16980743408203,68998800,APPLE
2019-02-22,42.89500045776367,43.25,42.845001220703125,43.24250030517578,41.62950897216797,75652800,APPLE
2019-02-25,43.540000915527344,43.967498779296875,43.48749923706055,43.557498931884766,41.93275451660156,87493600,APPLE
2019-02-26,43.4275016784668,43.82500076293945,43.29249954223633,43.58250045776367,41.95682144165039,68280800,APPLE
2019-02-27,43.3025016784668,43.75,43.182498931884766,43.717498779296875,42.086788177490234,111341600,APPLE
2019-02-28,43.58000183105469,43.727500915527344,43.22999954223633,43.287498474121094,41.67282485961914,112861600,APPLE
2019-03-01,43.56999969482422,43.787498474121094,43.22249984741211,43.74250030517578,42.11085510253906,103544800,APPLE
2019-03-04,43.92250061035156,44.4375,43.49250030517578,43.962501525878906,42.32265090942383,109744800,APPLE
2019-03-05,43.98500061035156,44.0,43.6349983215332,43.88249969482422,42.24563217163086,78949600,APPLE
2019-03-06,43.66749954223633,43.872501373291016,43.48500061035156,43.630001068115234,42.0025520324707,83241600,APPLE
2019-03-07,43.467498779296875,43.61000061035156,43.005001068115234,43.125,41.51639175415039,99185600,APPLE
2019-03-08,42.58000183105469,43.26750183105469,42.375,43.227500915527344,41.61507034301758,95997600,APPLE
2019-03-11,43.872501373291016,44.779998779296875,43.837501525878906,44.724998474121094,43.05670928955078,128044000,APPLE
2019-03-12,45.0,45.66749954223633,44.842498779296875,45.227500915527344,43.540462493896484,129870400,APPLE
2019-03-13,45.5625,45.82500076293945,45.22999954223633,45.4275016784668,43.733009338378906,124130000,APPLE
2019-03-14,45.974998474121094,46.025001525878906,45.63999938964844,45.932498931884766,44.21916961669922,94318000,APPLE
2019-03-15,46.212501525878906,46.83250045776367,45.935001373291016,46.529998779296875,44.794368743896484,156171600,APPLE
2019-03-18,46.45000076293945,47.09749984741211,46.4474983215332,47.005001068115234,45.25166702270508,104879200,APPLE
2019-03-19,47.087501525878906,47.247501373291016,46.47999954223633,46.63249969482422,44.89305877685547,126585600,APPLE
2019-03-20,46.557498931884766,47.372501373291016,46.182498931884766,47.040000915527344,45.28535842895508,124140800,APPLE
2019-03-21,47.505001068115234,49.08250045776367,47.45249938964844,48.772499084472656,46.95323181152344,204136800,APPLE
2019-03-22,48.834999084472656,49.42250061035156,47.69499969482422,47.76250076293945,45.98090744018555,169630800,APPLE
2019-03-25,47.877498626708984,47.994998931884766,46.650001525878906,47.185001373291016,45.42494583129883,175381200,APPLE
2019-03-26,47.915000915527344,48.220001220703125,46.14500045776367,46.6974983215332,44.955631256103516,199202000,APPLE
2019-03-27,47.1875,47.439998626708984,46.63750076293945,47.11750030517578,45.35995864868164,119393600,APPLE
2019-03-28,47.23749923706055,47.38999938964844,46.88249969482422,47.18000030517578,45.420127868652344,83121600,APPLE
